002203,601318,cash,commission,total,return,equity_curve
0.0,6477.0,93411.49999999999,9.1,99888.49999999999,0.0018755986620060394,0.9988849999999984
0.0,6416.0,93411.49999999999,9.1,99827.49999999999,-0.0006106809092137899,0.9982749999999984
0.0,6398.0,93411.49999999999,9.1,99809.49999999999,-0.00018031103653803893,0.9980949999999984
0.0,6289.0,93411.49999999999,9.1,99700.49999999999,-0.001092080413187091,0.9970049999999985
0.0,6298.0,93411.49999999999,9.1,99709.49999999999,9.027035972741793e-05,0.9970949999999985
0.0,6182.0,93411.49999999999,9.1,99593.49999999999,-0.0011633796177896727,0.9959349999999986
0.0,6182.0,93411.49999999999,9.1,99593.49999999999,0.0,0.9959349999999986
0.0,6204.0,93411.49999999999,9.1,99615.49999999999,0.0002208979501674424,0.9961549999999986
0.0,6240.0,93411.49999999999,9.1,99651.49999999999,0.0003613895427920788,0.9965149999999986
0.0,6173.0,93411.49999999999,9.1,99584.49999999999,-0.000672343115758367,0.9958449999999986
0.0,6103.0,93411.49999999999,9.1,99514.49999999999,-0.0007029206352394679,0.9951449999999986
0.0,6047.0,93411.49999999999,9.1,99458.49999999999,-0.0005627320641715672,0.9945849999999986
0.0,5988.0,93411.49999999999,9.1,99399.49999999999,-0.0005932122443028653,0.9939949999999986
0.0,5858.0,93411.49999999999,9.1,99269.49999999999,-0.0013078536612357583,0.9926949999999986
0.0,5745.0,93411.49999999999,9.1,99156.49999999999,-0.0011383153939528157,0.9915649999999986
0.0,0.0,99155.19999999998,10.4,99155.19999999998,-1.3110587808173868e-05,0.9915519999999985
0.0,0.0,99155.19999999998,10.4,99155.19999999998,0.0,0.9915519999999985
0.0,0.0,99155.19999999998,10.4,99155.19999999998,0.0,0.9915519999999985
0.0,0.0,99155.19999999998,10.4,99155.19999999998,0.0,0.9915519999999985
0.0,0.0,99155.19999999998,10.4,99155.19999999998,0.0,0.9915519999999985
0.0,0.0,99155.19999999998,10.4,99155.19999999998,0.0,0.9915519999999985
0.0,0.0,99155.19999999998,10.4,99155.19999999998,0.0,0.9915519999999985
0.0,0.0,99155.19999999998,10.4,99155.19999999998,0.0,0.9915519999999985
0.0,0.0,99155.19999999998,10.4,99155.19999999998,0.0,0.9915519999999985
0.0,0.0,99155.19999999998,10.4,99155.19999999998,0.0,0.9915519999999985
0.0,0.0,99155.19999999998,10.4,99155.19999999998,0.0,0.9915519999999985
0.0,0.0,99155.19999999998,10.4,99155.19999999998,0.0,0.9915519999999985
0.0,0.0,99155.19999999998,10.4,99155.19999999998,0.0,0.9915519999999985
0.0,0.0,99155.19999999998,10.4,99155.19999999998,0.0,0.9915519999999985
